날짜,S&P 500,러셀 3000,니케이 225,항셍,홍콩 H,대만 가권,상해종합,영국 FTSE 100,프랑스 CAC 40,독일 DAX,KOSPI,인도 SENSEX,에너지,화학,금속및광물,기타 소재,건설,기타자본재,상업서비스,운송,자동차및부품,내구소비재및의류,소비자서비스,미디어,유통,음식료및담배,생활용품,의료,은행,보험,증권,기타금융,소프트웨어,하드웨어,반도체,디스플레이,통신서비스,유틸리티,블루칩30,모멘텀,경기방어주,고배당주,베타플러스,Low Vol,배당성장,Big Vol 지수,FnGuide 컨트래리안,FnGuide 퀄리티밸류 지수,대형가치,대형성장,대형순수가치,대형순수성장,중형가치,중형성장,중형순수가치,중형순수성장,소형가치,소형성장,소형순수가치,소형순수성장,중대형가치,중대형성장,중대형순수가치,중대형순수성장,중소형가치,중소형순수가치,중소형성장,중소형순수성장,채권,20년채권,채권인버스,현금
2013-06-01,1606.28,955.85,13677.32,20803.29,9311.4404,8062.21,1979.21,6215.47,3738.91,7959.22,1863.32,19395.81,6324.51,7670.04,4878.47,1607.67,5786.39,7739.05,4196.17,3661.83,15725.16,6614.01,4366.63,2176.87,8485.72,5963.43,26615.03,4287.31,2477.42,10254.0,1939.21,168.96,1822.28,931.36,6807.24,586.16,712.86,1454.86,6180.44,19264.31,2473.63,10982.06,5545.86,10866.32,14498.28,11256.56,19341.4,16396.36,5372.73,2609.73,11520.51,2126.59,7705.52,1885.8,9924.79,1291.28,4976.98,698.82,20576.7,1083.63,5399.58,2695.77,12344.37,2712.73,6227.66,12977.24,1194.81,1297.01,229.67500912428238,484.88215426743,43.53978274836498,168.82939800351545
2013-07-01,1685.73,1007.03,13668.32,21883.66,9658.54,8107.94,1993.8,6621.06,3992.69,8275.96,1914.03,19345.7,6922.06,8396.95,5254.52,1670.95,5933.34,8256.05,4483.76,3687.17,16174.06,6829.43,4290.73,2235.82,8874.26,6125.26,27882.74,5171.93,2657.52,10434.75,1929.06,168.01,1874.27,896.64,6125.67,589.25,752.12,1585.44,6434.07,20165.22,2583.82,11357.0,5610.86,11227.58,15028.42,11165.18,19699.32,17237.43,5680.76,2592.84,12247.44,2144.38,7961.7,1980.7,10456.98,1361.54,5203.87,737.7,21153.99,1138.03,5680.99,2700.06,13149.55,2838.4,6483.53,13447.27,1254.59,1355.44,228.91447037714036,481.67090662212325,43.684438050267566,169.0826843885266
2013-08-01,1632.97,976.83,13388.86,21731.37,9825.21,8021.89,2098.38,6412.93,3933.78,8103.15,1926.36,18619.72,6722.97,8438.2,5343.56,1601.27,6057.24,8435.63,4197.04,3727.48,16863.32,6526.12,4163.83,2109.94,8364.99,5755.6,24678.45,4411.14,2614.67,10454.56,1792.54,164.23,1756.35,949.91,6239.43,591.01,743.42,1623.3,6398.33,18520.15,2574.68,11114.42,5793.16,10948.38,14638.09,12433.11,19649.86,17034.11,5747.88,2671.83,12367.53,2183.11,7673.84,1862.94,10412.91,1293.33,5011.01,676.56,20541.54,1048.1,5744.03,2747.95,13231.53,2773.52,6250.07,13181.89,1166.44,1262.7,229.14035824755442,482.62151158089256,43.641373682397685,169.80323667648767
2013-09-01,1681.55,1011.55,14455.8,22859.86,10316.12,8173.87,2174.66,6462.22,4143.44,8594.4,1996.96,19379.77,7018.95,9079.65,5451.81,1740.6,6528.67,8887.96,4106.67,3966.61,17068.08,6852.92,4250.31,2177.99,9282.66,6101.33,26567.16,4717.89,2791.46,10412.68,1900.24,179.4,2036.17,955.97,6645.98,567.61,720.74,1627.57,6601.87,19443.85,2767.02,11759.3,5939.31,11541.84,15199.45,13576.84,20142.71,17922.26,5980.24,2760.19,12672.48,2248.47,8143.81,1955.27,11036.99,1340.19,5238.2,716.23,21574.75,1085.44,5982.75,2844.96,13650.81,2928.81,6597.63,13841.11,1227.32,1300.9,232.5466113331757,496.9701931102597,43.0021316701654,170.65451742122866
2013-10-01,1756.54,1053.3,14327.94,23206.37,10627.02,8450.06,2141.61,6731.43,4299.89,9033.92,2030.09,21164.52,7091.85,9195.34,5411.25,1846.84,6437.65,8725.38,4037.41,3816.31,17196.88,7072.31,4402.39,2186.68,9762.52,6101.82,26152.5,4681.62,3009.52,10529.59,1893.76,174.7,2113.02,1009.86,6970.81,552.68,731.63,1600.97,6690.47,19436.55,2821.75,11805.49,6069.01,11673.16,15161.62,14183.17,20622.29,18107.17,6030.68,2876.0,12937.52,2294.62,8226.16,1938.56,11407.36,1325.97,5254.23,710.0,21559.1,1070.99,6054.16,2941.39,13983.41,2931.34,6635.57,13989.17,1218.55,1285.75,233.83538344652214,502.47860557323276,42.76512755515884,171.0577440463641
2013-11-01,1805.81,1081.59,15661.87,23881.29,11441.27,8406.83,2220.5,6650.57,4295.21,9405.3,2044.87,20791.93,6786.69,9021.07,5400.16,1769.29,6318.66,8763.95,4130.59,3576.9,17180.91,7635.97,4628.3,2149.45,10012.09,6056.54,27273.44,4551.02,2894.28,10838.59,1830.37,172.05,2344.52,1023.83,7563.65,544.72,700.41,1739.22,6690.47,19693.58,2930.67,11749.3,6088.18,11774.87,15187.59,15168.44,21094.6,18105.45,6021.86,2937.71,12804.06,2289.59,8225.26,1929.29,11331.41,1298.82,5205.14,695.07,21642.98,1056.72,6042.03,3000.19,13832.05,2920.59,6621.27,14007.5,1201.47,1262.24,229.2495834266633,482.77015627481114,43.62058089932795,170.4216573575894
2013-12-01,1848.36,1108.29,16291.31,23306.39,10816.14,8611.51,2115.98,6749.09,4295.95,9552.16,2011.34,21170.68,6785.07,9080.63,5455.31,1734.94,6110.46,8803.28,4109.57,3625.58,16216.61,7752.71,4483.72,2218.76,10118.34,6095.98,27875.36,4315.0,3075.56,11000.65,1777.79,173.51,2416.89,941.16,7800.67,545.95,690.29,1848.7,6690.47,19431.22,2955.2,11557.11,5933.19,11751.72,15058.04,15562.86,21195.46,18142.83,6002.67,2833.15,12929.23,2215.67,8222.87,1893.2,11310.06,1279.22,5083.62,674.87,21161.07,1027.18,5978.9,2918.4,13968.51,2940.88,6542.77,13864.74,1176.0,1240.31,231.705789954385,493.11506675628,43.15817918045405,171.52037262229987
2014-01-01,1782.59,1072.28,14914.53,22035.42,9818.36,8462.57,2033.08,6510.44,4165.72,9306.48,1941.15,20513.85,6355.36,8183.54,5075.65,1751.64,5977.08,8616.78,4292.24,3902.63,16233.91,7799.52,4864.37,2276.32,9569.34,6035.86,26367.54,4602.42,2891.12,10718.17,1741.63,164.16,2238.74,878.89,8052.79,544.96,666.6,1863.23,6690.47,19176.39,2889.92,11239.69,5703.67,11574.18,14689.24,14969.83,20941.64,18079.39,5717.19,2715.91,12261.25,2161.18,8242.68,1912.35,11146.49,1274.11,5152.9,691.66,21232.56,1042.62,5696.69,2824.74,13345.08,2902.47,6598.59,13823.75,1193.39,1246.59,231.86240271120084,493.7816716783869,43.12902774692465,171.94181731784803
2014-02-01,1859.45,1120.66,14841.07,22836.96,9891.42,8639.58,2056.3,6809.7,4408.08,9692.08,1979.99,21120.12,6544.34,8082.41,4831.65,1815.07,6389.41,8664.36,4355.33,3911.97,16706.1,7764.89,4861.83,2183.84,9209.24,6244.26,27602.53,4788.44,2927.01,10306.34,1729.51,162.25,2579.94,922.57,8228.2,518.97,658.13,1959.29,6690.47,19148.82,3015.89,11230.99,5945.83,11643.96,15002.39,15965.14,21354.22,18710.94,5724.68,2825.41,12326.24,2212.85,8372.54,1945.24,11291.54,1317.82,5325.13,708.49,22243.2,1068.92,5740.73,2920.77,13409.87,2983.7,6762.62,14309.29,1215.66,1271.76,234.61738472885875,505.51586929055804,42.62258745896746,172.69372676942862
2014-03-01,1872.34,1124.9,14827.83,22151.06,10075.1,8849.28,2033.31,6598.37,4391.5,9555.91,1985.61,22386.27,6173.8,8100.32,4985.31,1839.47,6256.22,8830.34,4726.27,3909.82,17139.57,8240.65,4917.3,2242.24,8902.73,6314.7,28471.32,4599.96,2885.3,10431.49,1730.69,167.79,2533.15,923.01,7729.56,551.51,650.44,1914.75,6690.47,19229.66,3014.92,11235.65,5893.58,11933.85,15156.6,15427.63,21877.94,19346.2,5758.77,2796.61,12238.01,2194.19,8350.34,1965.25,11619.12,1370.11,5496.51,727.72,22960.74,1105.38,5762.09,2898.95,13377.68,2990.35,6843.64,14699.51,1237.25,1314.32,235.05777045100942,507.413614177736,42.542733136678805,173.02916009011903
2014-04-01,1883.95,1125.08,14304.11,22133.97,9779.72,8791.44,2026.36,6780.03,4487.39,9603.23,1961.79,22417.8,6033.41,8024.01,5101.02,1791.23,6454.79,8697.88,4530.81,3787.9,16122.81,8774.05,4911.43,2282.52,8659.35,6430.92,29550.71,4754.84,2761.7,10297.18,1767.57,175.65,2424.49,921.02,8594.43,566.38,669.8,2030.47,6690.47,19355.57,3032.26,11292.75,5790.27,12062.97,15307.74,15208.4,22018.66,19532.59,5642.32,2784.16,12081.46,2196.22,8456.31,1966.08,12018.46,1369.88,5590.22,746.31,23571.07,1123.97,5673.39,2883.76,13284.08,2977.55,6935.87,15070.93,1253.27,1331.99,235.60844385401137,509.7910653133665,42.44330057286163,173.4923407287946
2014-05-01,1923.57,1147.18,14632.38,23081.65,10249.69,9075.91,2039.21,6844.51,4519.57,9943.27,1994.96,24217.34,5661.17,7987.16,4993.45,1719.27,6639.77,8618.45,4535.52,3933.42,16001.42,9160.85,4966.56,2117.29,8365.89,6603.86,32769.83,4699.05,2751.8,10564.68,1752.94,182.94,2447.65,976.29,9314.29,563.27,654.38,1986.95,6690.47,20021.69,3079.29,11011.32,5943.8,12114.09,15090.47,15822.75,22267.4,19848.32,5617.38,2906.47,11786.48,2269.9,8301.73,1914.55,11820.3,1367.31,5526.9,727.33,23546.42,1079.36,5695.63,2967.38,12958.03,2999.13,6806.83,14936.92,1225.64,1303.22,239.82708577179918,528.0469980996911,41.69670814211211,174.33865290887763
2014-06-01,1960.23,1174.07,15162.1,23190.72,10335.03,9393.07,2048.33,6743.94,4422.84,9833.07,2002.21,25413.78,5797.61,8645.04,5235.1,1817.17,6883.57,8998.95,4443.45,3950.85,16054.82,9180.94,4931.65,2028.25,8487.5,6914.75,33010.61,4700.93,2806.15,10506.74,1797.1,202.46,2642.55,902.3,10089.01,589.65,675.69,1915.88,6690.47,20416.06,3186.45,11222.4,5909.53,12114.27,15632.59,16903.35,22844.84,20233.05,5728.72,2865.76,12064.45,2323.19,8361.15,1922.04,12022.91,1405.99,5490.49,732.09,23316.29,1058.85,5754.9,2952.64,13218.19,3063.33,6832.79,14982.52,1229.23,1308.47,243.76586473066385,545.3916645598068,41.02297100149345,175.475350090085
2014-07-01,1930.67,1149.59,15620.77,24756.85,11130.2,9315.85,2201.56,6730.11,4246.14,9407.48,2076.12,25894.97,5588.79,8573.88,5713.03,1818.29,7206.93,9227.4,4309.6,4049.3,17004.84,9582.23,5329.07,1911.33,8823.07,7318.41,36502.62,4531.77,3131.61,11237.44,2137.0,222.55,2467.09,913.43,9543.69,600.91,739.14,2158.4,6690.47,20887.07,3319.59,11809.48,6096.63,12829.5,16076.77,16188.78,22920.77,21058.52,6095.41,2875.95,12929.62,2346.97,8778.61,1936.27,12796.27,1391.61,5646.69,746.27,24388.74,1081.65,6106.37,2968.76,14169.25,3110.33,7094.4,15849.61,1247.68,1321.28,246.83011975547197,559.1033394939685,40.513694235965744,176.63843587025386
2014-08-01,2003.37,1195.42,15424.59,24742.06,10963.59,9436.27,2217.2,6819.75,4381.04,9470.17,2068.54,26638.11,5122.09,7994.17,5662.43,1914.44,7111.19,9317.69,4196.45,4449.87,16531.28,10376.71,5784.64,2140.12,9083.89,7534.28,41609.93,4751.27,3217.92,11333.47,2263.17,228.27,2624.73,844.01,9625.03,603.1,777.44,2130.24,6690.47,22265.62,3405.57,11588.08,6048.22,13031.57,16268.74,16371.72,23415.67,21478.67,6028.28,2805.79,12887.06,2377.17,8874.78,2073.91,12781.36,1503.79,5936.22,800.44,25261.76,1153.97,6036.7,2930.44,14177.66,3180.08,7262.64,16181.31,1343.24,1420.81,247.69410367224484,563.0174184857491,40.37237807336849,177.11287858882093
2014-09-01,1972.29,1168.71,16173.52,22932.98,10310.4,8966.92,2363.87,6622.72,4416.24,9474.3,2020.09,26630.51,4944.71,7457.76,5515.79,1880.28,6936.46,9362.36,4266.28,4501.73,14418.94,10887.12,5690.14,2065.98,8702.66,7583.06,45354.13,5136.47,2986.25,11259.51,2169.12,220.7,2788.8,802.97,9843.49,551.86,813.28,2358.62,6690.47,22975.94,3468.71,11299.95,5717.8,12903.74,16304.15,16279.19,23539.08,21751.43,5732.52,2737.14,12602.88,2258.79,8732.82,2090.11,12499.71,1488.57,5913.06,840.14,24961.66,1173.67,5775.68,2860.11,13789.97,3093.77,7200.97,15960.56,1375.84,1421.38,252.23357861613914,583.6541912332669,39.645792026835835,178.71242517105998
2014-10-01,2018.05,1199.57,16413.76,23998.06,10755.8,8974.76,2420.18,6546.47,4233.09,9326.87,1964.43,27865.83,4721.11,6552.03,5176.21,1839.8,6320.23,8336.5,4067.63,4401.1,13551.47,10864.14,5240.09,1744.35,7602.3,7304.48,46741.83,5130.92,3033.43,11761.31,2208.8,202.62,2722.59,836.67,10085.86,522.88,756.59,2274.99,6690.47,22302.5,3280.72,11124.18,5601.99,12533.52,15659.14,15855.28,22125.89,21081.87,5503.78,2717.51,11933.51,2151.02,8206.5,1986.74,11849.21,1427.23,5788.84,845.41,24538.09,1184.07,5608.85,2787.83,13137.13,2948.78,6878.01,15483.62,1344.25,1402.02,256.9492163489076,605.4776276065552,38.91819614044334,179.9974064041723
2014-11-01,2067.56,1226.12,17459.85,23987.45,11145.39,9187.15,2682.83,6722.62,4390.18,9980.85,1980.78,28693.99,4685.36,6842.01,5140.19,1742.84,5968.58,8442.22,3926.28,4524.55,13895.68,10387.82,4965.8,1864.89,7810.28,7287.41,47635.42,4911.14,2847.87,12134.09,2252.33,207.71,2672.37,871.29,10192.24,538.74,770.19,2287.58,6690.47,21620.21,3315.9,11135.62,5730.06,12558.41,15851.16,16261.59,21990.32,20673.08,5532.86,2773.15,12037.63,2145.29,8168.7,1977.32,11588.22,1420.9,5647.59,803.89,23874.46,1142.0,5650.59,2828.66,13129.86,2970.99,6800.08,14974.04,1308.54,1372.53,258.867924495232,614.5201526082922,38.629737614264315,180.61958111190452
2014-12-01,2058.9,1224.11,17450.77,23605.04,11984.69,9307.26,3234.68,6566.09,4272.75,9805.55,1915.59,27499.42,4597.72,6320.28,4785.18,1855.79,5414.09,8067.91,3745.62,4834.28,13258.86,10324.25,4742.66,1824.98,7453.27,6523.2,44283.82,4913.44,2625.63,11499.95,2019.85,199.61,2527.88,891.29,10192.98,525.59,746.93,2102.39,6690.47,20903.13,3093.72,10314.52,5550.06,11811.11,15048.04,15905.11,21256.55,19750.72,5219.79,2709.99,11355.9,2033.11,7924.23,1926.72,11087.21,1346.95,5651.19,807.31,23698.94,1193.33,5370.37,2751.19,12362.2,2861.71,6678.32,14535.07,1294.64,1366.11,258.9796146783831,615.0504297256964,38.61307776065161,180.79005808594866
2015-01-01,1994.99,1188.93,17674.39,24507.05,11720.1,9361.91,3210.36,6749.4,4604.25,10694.32,1949.26,29182.95,4910.85,6854.19,4618.58,2040.42,5293.57,8214.44,4102.31,4532.38,13047.44,10818.25,5130.95,1942.98,7076.85,6953.35,51698.98,5221.66,2608.24,11392.51,2148.66,179.98,2647.45,922.85,10217.47,549.51,772.47,2119.06,6690.47,22268.58,3245.2,10542.66,5615.43,11795.82,15839.72,17013.32,22438.39,19612.52,5277.82,2787.34,11385.8,2099.14,7951.16,2035.48,11096.63,1366.72,5930.5,870.61,24659.93,1274.04,5426.95,2837.39,12355.62,2910.8,6841.99,14790.1,1380.73,1419.0,266.94145023431196,652.867540436597,37.46139833743446,182.04048019155073
2015-02-01,2104.5,1255.07,18797.94,24823.29,12185.85,9622.1,3310.3,6946.66,4951.48,11401.66,1985.8,29361.5,5369.21,7509.52,4771.29,2088.73,5960.83,8819.97,4310.76,4542.34,12667.1,10813.11,5156.32,2094.76,7529.44,7048.45,54035.82,5814.59,2628.65,10494.29,2280.42,180.48,2499.81,922.19,10107.16,546.09,771.67,2168.6,6690.47,22499.75,3229.48,10909.56,5599.98,11948.05,16174.27,17018.69,23194.52,20634.08,5347.08,2785.07,11609.94,2115.93,8430.58,2119.34,11610.91,1409.06,6291.33,890.58,25967.0,1342.17,5511.11,2853.16,12697.08,2942.92,7255.04,15593.79,1426.6,1484.0,264.9969020456148,643.355848699695,37.73629020870088,182.04048019155073
2015-03-01,2067.89,1240.28,19206.99,24900.89,12346.09,9586.44,3747.9,6773.04,5033.64,11966.17,2041.03,27957.49,5123.86,7611.68,4613.79,2330.57,6040.53,8805.4,4496.45,4620.61,12802.21,11390.01,5344.43,2268.96,7909.39,7617.33,63641.43,6581.98,2575.6,10382.25,2600.88,191.91,2489.01,977.21,9846.39,527.15,730.49,2219.79,6690.47,24301.03,3347.18,10825.82,5700.77,12109.82,16575.29,18693.71,24496.83,20962.45,5380.89,2880.28,11357.78,2119.87,8768.62,2281.65,11529.98,1470.71,6645.73,934.02,27592.38,1376.89,5586.31,2954.15,12423.62,2996.46,7637.2,16149.34,1511.09,1527.19,269.67756222102656,666.0831340104385,37.08132006846028,183.93416580154465
2015-04-01,2085.51,1244.72,19520.01,28133.0,14431.11,9820.05,4441.66,6960.63,5046.49,11454.38,2127.17,27011.31,5764.98,8941.11,4896.28,2280.13,6145.99,9512.21,4937.25,4628.72,12991.8,12078.24,5729.57,2330.05,8143.42,8210.55,67530.32,7559.18,2741.84,11296.53,3050.59,189.91,2477.08,946.57,9980.27,521.98,771.74,2284.69,6690.47,25915.93,3521.99,11612.28,5911.57,12859.74,17613.64,19815.82,25946.56,23046.81,5617.69,2939.45,12019.05,2173.57,9400.59,2407.88,12916.16,1497.36,7141.01,983.88,30019.88,1441.39,5824.28,3037.43,13334.7,3103.52,8186.77,17748.3,1595.26,1591.77,264.64976147636884,641.2465606626205,37.785788826010034,183.37371170811983
2015-05-01,2107.39,1259.26,20563.15,27424.19,14103.81,9701.07,4611.74,6984.43,5007.89,11413.82,2114.8,27828.44,5553.24,8559.21,4785.57,2315.47,6137.89,9224.38,5037.57,4534.15,12302.17,12374.02,6162.5,2465.18,8763.1,8537.16,71889.52,8267.8,2649.91,11847.49,2749.79,192.98,2479.59,879.95,11020.8,500.71,676.46,2315.79,6690.47,25589.49,3465.79,11384.65,5820.89,13092.33,17160.75,20393.62,27324.62,23159.52,5343.93,2909.49,11525.42,2163.5,9379.7,2553.99,13125.63,1470.86,7363.72,1034.53,30448.62,1511.6,5559.93,3036.96,12851.35,3102.26,8282.16,17983.29,1688.75,1625.31,267.42369852510956,654.6890635545677,37.39384375861908,184.2440938236572
2015-06-01,2063.11,1236.12,20235.73,26250.03,12981.23,9323.02,4277.22,6520.98,4790.2,10944.97,2074.2,27780.83,5790.63,9171.48,4541.63,2447.56,6219.3,9071.64,5495.27,4162.06,11148.65,12741.3,5646.01,2564.15,8531.32,8853.74,73902.41,9953.18,2534.04,11755.95,2695.05,183.61,2466.38,849.91,9334.6,444.2,683.48,2273.86,6690.47,25419.14,3490.1,11034.27,5556.67,12604.77,17391.09,20480.68,27460.0,22873.46,5188.7,2801.54,11065.48,2021.03,9279.2,2751.49,12829.88,1503.17,7480.99,1122.62,30647.45,1544.03,5403.06,2970.18,12423.02,2962.34,8279.41,17801.22,1830.64,1680.8,264.94262945661785,642.5410841942977,37.74402035832974,184.15565337274444
2015-07-01,2103.84,1255.44,20585.24,24636.28,11131.68,8665.34,3663.73,6696.28,5082.61,11308.99,2030.16,28114.56,5305.45,8483.73,4036.32,2280.83,5813.26,8613.89,6507.39,3906.62,11432.49,13531.16,6341.14,2610.23,8698.66,9361.23,74997.87,9200.39,2520.08,11695.72,2525.44,181.82,2441.89,791.71,8352.81,385.26,718.32,2451.08,6690.47,24201.77,3655.3,10712.34,5381.49,12763.4,17347.49,21028.55,28196.36,22087.3,5051.81,2697.37,10977.86,1969.16,8914.27,2763.54,12123.24,1568.09,7302.99,1098.75,30101.93,1522.53,5241.41,2882.6,12233.84,2950.83,8013.23,17304.45,1817.64,1699.76,266.0967188491098,648.1388987176139,37.58032058136914,184.6416894088469
2015-08-01,1972.18,1177.13,18890.48,21670.58,9741.41,8174.92,3205.99,6247.94,4652.95,10259.46,1941.49,26283.09,5201.1,7975.63,3903.61,2128.46,5142.46,8216.05,6369.66,3625.85,11522.08,12995.57,6225.09,2645.94,9062.3,9191.67,69467.17,8730.36,2405.12,10998.09,2300.02,175.25,2287.33,736.2,7998.5,407.24,690.79,2351.65,6690.47,23410.84,3533.05,10323.19,5151.79,12497.03,17219.05,19100.83,27642.14,21470.96,4860.65,2534.52,10559.42,1908.78,8627.88,2766.05,11459.13,1559.43,7052.91,1028.29,29460.28,1441.25,5017.06,2749.46,11706.84,2910.44,7718.2,16733.18,1770.27,1647.57,269.4261318087276,664.3579791959905,37.11592462419069,185.25536235038652
2015-09-01,1920.03,1140.82,17388.15,20846.3,9405.5,8181.24,3052.78,6061.61,4455.29,9660.44,1962.81,26154.83,5215.48,8993.04,3616.94,2123.52,5053.41,7835.31,5547.21,3979.01,12719.39,12389.74,6047.21,2642.71,8837.35,9024.93,69972.68,8140.48,2430.07,11338.37,2204.31,174.22,2285.42,772.51,7502.12,409.36,744.15,2372.71,6690.47,22776.91,3487.23,10623.52,5191.94,12884.44,17102.44,19444.99,27452.14,22097.0,5046.02,2549.72,10749.43,1914.95,8703.77,2600.43,11675.61,1479.85,7023.21,992.24,29698.78,1407.91,5188.92,2744.14,11910.26,2887.67,7739.41,17045.97,1682.4,1577.05,274.72223549335223,690.4765202440249,36.400402690527685,186.5540347394454
2015-10-01,2079.36,1229.52,19083.1,22640.04,10396.58,8554.31,3382.56,6361.09,4897.66,10850.14,2029.47,26656.83,5832.75,9137.39,3757.27,2026.17,4707.12,8101.36,6438.29,3694.23,12799.33,11584.65,5839.77,2606.48,8061.78,8789.66,70111.05,8736.8,2526.93,12496.28,2202.39,183.03,2334.9,914.23,6930.34,423.51,691.51,2425.31,6690.47,22777.94,3490.3,11020.17,5487.95,13150.89,17260.24,19818.84,26940.86,21491.56,5281.42,2733.73,10795.79,1904.7,8677.53,2625.72,11890.53,1414.39,6889.45,960.18,28850.68,1331.63,5468.13,2881.46,12021.96,2874.35,7699.05,16805.33,1658.74,1507.94,273.96135674565267,686.6517922667226,36.501498309062825,186.3573899915357
2015-11-01,2080.41,1233.56,19747.47,21996.42,9790.64,8320.61,3445.4,6356.09,4957.6,11382.23,1991.97,26145.67,6080.35,9341.09,3555.79,1912.3,4360.51,8162.38,6038.41,3526.7,12506.1,11205.31,5218.13,2672.94,8150.41,8829.27,73083.84,9773.43,2367.25,11899.7,2071.36,155.62,2396.34,866.78,7175.17,471.07,681.5,2306.64,6690.47,22567.12,3485.52,10626.91,5413.89,12647.63,16878.42,20455.36,25405.94,20945.67,5137.92,2689.24,10530.48,1890.03,8569.43,2724.84,11651.31,1386.73,6925.65,962.88,28525.21,1320.09,5299.97,2867.87,11779.48,2864.48,7643.83,16516.33,1700.8,1486.41,271.384875020702,673.7364978237745,36.8480373095117,185.84739443252678
2015-12-01,2043.94,1206.1,19033.71,21914.4,9661.03,8338.06,3539.18,6242.32,4637.06,10743.01,1961.31,26117.54,6196.59,9529.03,3525.6,1869.1,4321.31,7775.69,5817.86,3545.85,12584.84,10963.07,5015.97,2668.44,7765.04,8889.43,74712.32,9543.54,2228.31,12372.85,1997.76,150.68,2373.83,848.11,7150.42,460.94,637.77,2304.88,6690.47,22558.68,3402.81,10321.4,5260.85,12571.88,16419.51,20634.32,24882.85,20460.57,5043.21,2661.72,10222.49,1839.4,8570.68,2691.2,12381.52,1392.09,6856.85,953.98,27728.38,1322.57,5213.56,2836.95,11603.52,2809.23,7596.68,16646.81,1684.94,1493.52,275.2351688344674,692.8538747187171,36.33256622817058,186.87378947832605
2016-01-01,1940.24,1136.84,17518.3,19683.11,8241.36,8145.21,2737.6,6083.79,4417.02,9798.11,1912.06,24870.69,6139.1,9098.97,3541.45,1800.24,4682.7,7632.8,5455.29,3579.98,11827.43,12046.28,4780.9,2799.49,7727.59,9113.0,72913.67,10746.05,2121.89,11984.41,1794.79,175.37,2262.65,770.7,6458.81,450.32,613.29,2429.17,6690.47,23063.11,3455.69,10267.75,4962.07,12433.18,16338.88,20837.61,24197.84,19891.62,4814.3,2619.02,9981.61,1836.56,8222.23,2682.12,11611.19,1371.65,6653.76,966.36,26308.03,1327.69,4999.07,2784.91,11261.72,2761.79,7310.27,15781.18,1696.21,1485.93,278.0308659188905,706.9291803250827,35.967229634558926,187.6837759301315
2016-02-01,1932.23,1133.56,16026.76,19111.93,7916.34,8411.16,2687.98,6097.09,4353.55,9495.4,1916.66,23002.0,6649.0,9500.75,3883.01,1870.93,4462.64,7720.6,5424.42,3421.81,12293.24,11784.05,4732.87,2457.59,7608.57,8500.87,64308.19,9657.93,2079.61,12068.34,1819.78,174.2,2115.04,789.01,7058.99,495.14,672.25,2590.78,6690.47,22180.61,3493.58,10586.78,5028.0,12502.81,16372.04,19793.92,24069.95,20723.56,5031.53,2532.33,10641.19,1774.36,8433.45,2515.39,11674.92,1346.01,6596.05,908.78,27336.61,1276.82,5195.43,2691.53,11810.4,2684.52,7434.33,16234.84,1580.77,1425.9,282.5989434096877,730.159027598031,35.38583647675871,188.59258161235758
2016-03-01,2059.74,1211.17,16758.67,20776.7,9003.25,8744.83,3003.92,6174.9,4385.06,9965.51,1995.85,25341.86,7741.13,10182.46,4182.83,1962.35,5040.23,7967.84,5212.53,3614.12,12570.16,11390.96,4693.21,2371.28,7567.2,8327.7,68335.34,9996.4,2264.85,12478.31,1925.01,175.94,2172.05,870.18,6681.02,499.99,645.14,2631.31,6690.47,22511.89,3502.23,11227.57,5314.62,12904.36,16778.05,20084.06,24749.21,21913.1,5368.88,2602.49,11257.81,1794.62,9007.31,2540.34,12775.97,1364.97,6799.86,922.59,29160.72,1304.84,5527.57,2769.58,12582.74,2727.5,7801.31,17462.25,1602.26,1449.22,282.8227062766172,731.3153127232231,35.35784001097638,188.85370728827363
2016-04-01,2065.3,1217.37,16666.05,21067.05,8939.47,8377.9,2938.32,6241.89,4428.96,10038.97,1994.15,25606.62,7154.53,9520.43,4559.58,2144.22,5251.51,7995.12,5373.85,3583.42,12434.23,11164.24,4999.9,2433.22,7975.34,8736.62,73240.79,9662.94,2363.62,11995.67,1956.33,180.6,2223.64,832.9,6738.4,468.3,648.36,2734.98,6690.47,21933.16,3568.84,11760.09,5316.19,13080.79,17490.39,18908.76,25540.92,22678.93,5313.65,2596.85,11538.5,1801.2,9309.99,2592.91,13573.87,1405.33,6963.81,930.42,30443.08,1319.19,5501.76,2768.43,12994.27,2761.62,8031.25,18230.6,1625.41,1459.62,283.28247203054747,733.693012452792,35.30045444859596,189.0895484907077
2016-05-01,2096.96,1236.22,17234.98,20815.09,8704.9,8535.59,2916.62,6230.79,4505.62,10262.74,1983.4,26667.96,7203.44,9017.29,3943.35,1947.42,4634.59,7596.94,5441.77,3510.88,12253.98,10811.84,4857.15,2483.16,7769.99,8858.36,75440.87,10162.55,2280.26,11570.1,1834.38,181.34,2319.22,860.49,6833.35,473.25,687.4,2754.24,6690.47,21646.48,3666.47,11436.84,5279.61,12814.98,16909.76,18589.92,25225.34,21786.3,5221.63,2631.03,11124.8,1796.47,8949.97,2593.33,12658.16,1386.64,6910.27,947.34,28689.1,1344.59,5399.27,2797.4,12449.92,2728.04,7798.32,17213.0,1648.26,1478.31,283.1566718242586,733.041375013612,35.31613765472744,189.12068482923135
