Date,kodex200,kodex200x2,kbond3y,kbond10y,kbond20y,us500_UH,usbond10y_UH
2000-01-04,9022.19335552231,9624.138588248126,48684.71107785754,31230.6204955866,13825.5743137292,2676.645619939336,4385.009465999342
2000-01-05,8403.056011215831,8301.797081847522,48665.715000061886,31314.96340484244,13899.30667953695,2710.099363884501,4390.683992335743
2000-01-06,8186.066998721681,7871.796742454214,48655.93410227278,31399.62440872276,13973.5124359065,2694.1610891831465,4448.756249662856
2000-01-07,8083.054774898604,7672.494736186813,48664.42467419485,31484.605167221656,14048.195241729887,2828.8683833407267,4432.905633262462
2000-01-10,8413.14916301335,8297.993789704693,48664.08308274818,31723.19996014341,14260.154819285195,2827.967080371456,4403.584359360001
2000-01-11,8363.21881387934,8198.248654644689,48645.391436916005,31809.426858792584,14336.702622646875,2825.564005067428,4420.616909764489
2000-01-12,8139.342504994255,7758.092016877447,48622.27582556499,31895.98178583209,14413.74575245989,2793.183621467044,4400.401059152002
2000-01-13,8106.012173053618,7693.383897655352,48594.763525940194,31982.86646598117,14491.288067260131,2808.7447518780737,4395.450005485071
2000-01-14,8080.69020390683,7644.157823900558,48599.13221855064,32070.0826351984,14569.333460734282,2819.9232626926623,4340.050344790706
2000-01-17,8382.345800542225,8213.724448482913,48599.69137441373,32315.595593367496,14791.410510813765,2809.8924107133203,4325.908093923651
2000-01-18,8367.94477791138,8184.263214827984,48599.64100673799,32404.105616606004,14871.426094409106,2802.7133610434057,4330.833127822203
2000-01-19,8003.9152192746815,7470.951310522274,48635.89314861693,32492.955789354208,14951.964231211145,2843.095734595272,4362.524425803733
2000-01-20,8065.032306332095,7583.919595613015,48753.93893953665,32582.147915815585,15033.029029410292,2779.820546434289,4317.373660358479
2000-01-21,7888.612784965707,7250.985261927682,48776.30490098077,32671.683812040654,15114.624634948994,2778.747396134196,4325.339155841028
2000-01-24,7903.563196888112,7277.375833938362,48803.60824227662,32924.379673685195,15347.398098480786,2692.208644781608,4343.623058537344
2000-01-25,7600.797887541785,6718.723108612518,48812.28892920879,33015.25938491251,15431.076068076189,2729.4416994952903,4351.412095117047
2000-01-26,7552.747932993576,6632.76248079471,48793.63421631618,33106.49193424464,15515.305607252318,2709.009188945473,4356.951102806278
2000-01-27,7755.1889608852625,6987.326466861536,48870.84123927605,33198.079209716816,15600.091092563596,2692.205773135293,4351.705117325002
2000-01-28,8032.28285888149,7485.588967246533,48980.107999878426,33290.023111856884,15685.436941135818,2597.7900057506595,4342.154415551835
2000-01-31,8052.378878628666,7521.916673579142,49011.3880418768,33550.179061200724,15929.524467692489,2675.435461765957,4348.093359499297
2000-02-01,7923.718027448564,7280.412156454165,48992.20164428232,33643.519110533016,16017.072365797076,2709.010186305805,4377.304348363033
2000-02-02,8050.735647237164,7512.725101712614,49009.7971945157,33618.35345090039,15992.017304152963,2721.039842078381,4398.496589506892
2000-02-03,8107.718304014801,7617.941526902538,49059.515502664464,33593.24491604507,15967.037874137532,2760.808106029721,4430.221543869583
